player_name,age,market_value_m,position_tm,tm_league,league
Gianluigi Donnarumma,27,45.0,Goalkeeper,Premier League,
James Trafford,23,25.0,Goalkeeper,Premier League,
Marcus Bettinelli,33,0.5,Goalkeeper,Premier League,
Josko Gvardiol,24,70.0,Centre-Back,Premier League,
Marc Guéhi,25,65.0,Centre-Back,Premier League,
Rúben Dias,28,60.0,Centre-Back,Premier League,
Abdukodir Khusanov,22,35.0,Centre-Back,Premier League,
John Stones,31,15.0,Centre-Back,Premier League,
Nathan Aké,31,15.0,Centre-Back,Premier League,
Max Alleyne,20,8.0,Centre-Back,Premier League,
Nico O'Reilly,20,50.0,Left-Back,Premier League,
Rayan Aït-Nouri,24,40.0,Left-Back,Premier League,
Matheus Nunes,27,45.0,Right-Back,Premier League,
Rico Lewis,21,32.0,Right-Back,Premier League,
Rodri,29,65.0,Defensive Midfield,Premier League,
Nico González,24,45.0,Defensive Midfield,Premier League,
Tijjani Reijnders,27,60.0,Central Midfield,Premier League,
Sverre Nypan,19,15.0,Central Midfield,Premier League,
Mateo Kovacic,31,12.0,Central Midfield,Premier League,
Phil Foden,25,80.0,Attacking Midfield,Premier League,
Rayan Cherki,22,65.0,Attacking Midfield,Premier League,
Bernardo Silva,31,27.0,Attacking Midfield,Premier League,
Jérémy Doku,23,65.0,Left Winger,Premier League,
Savinho,21,40.0,Left Winger,Premier League,
Antoine Semenyo,26,75.0,Right Winger,Premier League,
Erling Haaland,25,200.0,Centre-Forward,Premier League,
Omar Marmoush,27,60.0,Centre-Forward,Premier League,
David Raya,30,35.0,Goalkeeper,Premier League,
Kepa Arrizabalaga,31,7.0,Goalkeeper,Premier League,
William Saliba,24,90.0,Centre-Back,Premier League,
Gabriel,28,75.0,Centre-Back,Premier League,
Piero Hincapié,24,50.0,Centre-Back,Premier League,
Cristhian Mosquera,21,35.0,Centre-Back,Premier League,
Riccardo Calafiori,23,50.0,Left-Back,Premier League,
Myles Lewis-Skelly,19,35.0,Left-Back,Premier League,
Jurriën Timber,24,70.0,Right-Back,Premier League,
Ben White,28,30.0,Right-Back,Premier League,
Martín Zubimendi,27,80.0,Defensive Midfield,Premier League,
Christian Nørgaard,32,7.0,Defensive Midfield,Premier League,
Declan Rice,27,120.0,Central Midfield,Premier League,
Mikel Merino,29,30.0,Central Midfield,Premier League,
Martin Ødegaard,27,65.0,Attacking Midfield,Premier League,
Eberechi Eze,27,60.0,Attacking Midfield,Premier League,
Gabriel Martinelli,24,45.0,Left Winger,Premier League,
Leandro Trossard,31,20.0,Left Winger,Premier League,
Bukayo Saka,24,120.0,Right Winger,Premier League,
Noni Madueke,24,50.0,Right Winger,Premier League,
Max Dowman,16,20.0,Right Winger,Premier League,
Viktor Gyökeres,27,65.0,Centre-Forward,Premier League,
Kai Havertz,26,50.0,Centre-Forward,Premier League,
Gabriel Jesus,28,20.0,Centre-Forward,Premier League,
Robert Sánchez,28,22.0,Goalkeeper,Premier League,
Filip Jørgensen,23,15.0,Goalkeeper,Premier League,
Gabriel Slonina,21,3.5,Goalkeeper,Premier League,
Teddy Sharman-Lowe,22,0.55,Goalkeeper,Premier League,
Levi Colwill,23,50.0,Centre-Back,Premier League,
Trevoh Chalobah,26,40.0,Centre-Back,Premier League,
Wesley Fofana,25,28.0,Centre-Back,Premier League,
Mamadou Sarr,20,25.0,Centre-Back,Premier League,
Tosin Adarabioyo,28,18.0,Centre-Back,Premier League,
Benoît Badiashile,24,18.0,Centre-Back,Premier League,
Marc Cucurella,27,50.0,Left-Back,Premier League,
Jorrel Hato,20,35.0,Left-Back,Premier League,
Caleb Wiley,21,8.0,Left-Back,Premier League,
Reece James,26,60.0,Right-Back,Premier League,
Malo Gusto,22,35.0,Right-Back,Premier League,
Josh Acheampong,19,25.0,Right-Back,Premier League,
Moisés Caicedo,24,110.0,Defensive Midfield,Premier League,
Roméo Lavia,22,25.0,Defensive Midfield,Premier League,
Dário Essugo,21,17.0,Defensive Midfield,Premier League,
Enzo Fernández,25,90.0,Central Midfield,Premier League,
Andrey Santos,21,45.0,Central Midfield,Premier League,
Cole Palmer,23,110.0,Attacking Midfield,Premier League,
Alejandro Garnacho,21,40.0,Left Winger,Premier League,
Jamie Gittens,21,35.0,Left Winger,Premier League,
Mykhaylo Mudryk,25,,Left Winger,Premier League,
Estêvão,18,80.0,Right Winger,Premier League,
Pedro Neto,26,60.0,Right Winger,Premier League,
João Pedro,24,75.0,Centre-Forward,Premier League,
Liam Delap,23,32.0,Centre-Forward,Premier League,
Marc Guiu,20,12.0,Centre-Forward,Premier League,
Giorgi Mamardashvili,25,28.0,Goalkeeper,Premier League,
Alisson,33,17.0,Goalkeeper,Premier League,
Freddie Woodman,29,3.0,Goalkeeper,Premier League,
Harvey Davies,22,0.5,Goalkeeper,Premier League,
Ibrahima Konaté,26,50.0,Centre-Back,Premier League,
Giovanni Leoni,19,25.0,Centre-Back,Premier League,
Virgil van Dijk,34,18.0,Centre-Back,Premier League,
Joe Gomez,28,15.0,Centre-Back,Premier League,
Rhys Williams,25,0.5,Centre-Back,Premier League,
Milos Kerkez,22,40.0,Left-Back,Premier League,
Andrew Robertson,32,10.0,Left-Back,Premier League,
Jeremie Frimpong,25,35.0,Right-Back,Premier League,
Conor Bradley,22,30.0,Right-Back,Premier League,
Calvin Ramsay,22,1.5,Right-Back,Premier League,
Ryan Gravenberch,23,90.0,Defensive Midfield,Premier League,
Wataru Endo,33,5.0,Defensive Midfield,Premier League,
Stefan Bajcetic,21,5.0,Defensive Midfield,Premier League,
Alexis Mac Allister,27,80.0,Central Midfield,Premier League,
Curtis Jones,25,35.0,Central Midfield,Premier League,
Trey Nyoni,18,6.0,Central Midfield,Premier League,
Florian Wirtz,22,110.0,Attacking Midfield,Premier League,
Dominik Szoboszlai,25,100.0,Attacking Midfield,Premier League,
Cody Gakpo,26,65.0,Left Winger,Premier League,
Rio Ngumoha,17,20.0,Left Winger,Premier League,
Mohamed Salah,33,30.0,Right Winger,Premier League,
Federico Chiesa,28,15.0,Right Winger,Premier League,
Alexander Isak,26,100.0,Centre-Forward,Premier League,
Hugo Ekitiké,23,90.0,Centre-Forward,Premier League,
Guglielmo Vicario,29,23.0,Goalkeeper,Premier League,
Antonín Kinský,23,13.0,Goalkeeper,Premier League,
Brandon Austin,27,0.5,Goalkeeper,Premier League,
Micky van de Ven,24,65.0,Centre-Back,Premier League,
Cristian Romero,27,50.0,Centre-Back,Premier League,
Radu Drăgușin,24,20.0,Centre-Back,Premier League,
Kevin Danso,27,20.0,Centre-Back,Premier League,
Ben Davies,32,5.0,Centre-Back,Premier League,
Destiny Udogie,23,35.0,Left-Back,Premier League,
Djed Spence,25,30.0,Left-Back,Premier League,
Souza,19,12.0,Left-Back,Premier League,
Pedro Porro,26,40.0,Right-Back,Premier League,
Rodrigo Bentancur,28,22.0,Defensive Midfield,Premier League,
João Palhinha,30,18.0,Defensive Midfield,Premier League,
Yves Bissouma,29,12.0,Defensive Midfield,Premier League,
Lucas Bergvall,20,40.0,Central Midfield,Premier League,
Archie Gray,20,35.0,Central Midfield,Premier League,
Conor Gallagher,26,35.0,Central Midfield,Premier League,
Pape Matar Sarr,23,32.0,Central Midfield,Premier League,
Xavi Simons,22,50.0,Attacking Midfield,Premier League,
Dejan Kulusevski,25,35.0,Attacking Midfield,Premier League,
James Maddison,29,25.0,Attacking Midfield,Premier League,
Wilson Odobert,21,20.0,Left Winger,Premier League,
Mohammed Kudus,25,55.0,Right Winger,Premier League,
Dominic Solanke,28,35.0,Centre-Forward,Premier League,
Richarlison,28,28.0,Centre-Forward,Premier League,
Mathys Tel,20,25.0,Centre-Forward,Premier League,
Randal Kolo Muani,27,22.0,Centre-Forward,Premier League,
Senne Lammens,23,30.0,Goalkeeper,Premier League,
Altay Bayındır,27,7.0,Goalkeeper,Premier League,
Tom Heaton,39,0.15,Goalkeeper,Premier League,
Leny Yoro,20,50.0,Centre-Back,Premier League,
Matthijs de Ligt,26,40.0,Centre-Back,Premier League,
Lisandro Martínez,28,40.0,Centre-Back,Premier League,
Ayden Heaven,19,20.0,Centre-Back,Premier League,
Harry Maguire,33,10.0,Centre-Back,Premier League,
Tyler Fredricson,21,3.0,Centre-Back,Premier League,
Patrick Dorgu,21,35.0,Left-Back,Premier League,
Luke Shaw,30,10.0,Left-Back,Premier League,
Tyrell Malacia,26,5.0,Left-Back,Premier League,
Diego León,18,4.0,Left-Back,Premier League,
Diogo Dalot,26,30.0,Right-Back,Premier League,
Noussair Mazraoui,28,20.0,Right-Back,Premier League,
Manuel Ugarte,24,30.0,Defensive Midfield,Premier League,
Casemiro,34,8.0,Defensive Midfield,Premier League,
Kobbie Mainoo,20,50.0,Central Midfield,Premier League,
Bruno Fernandes,31,40.0,Attacking Midfield,Premier League,
Mason Mount,27,30.0,Attacking Midfield,Premier League,
Bryan Mbeumo,26,80.0,Right Winger,Premier League,
Amad Diallo,23,50.0,Right Winger,Premier League,
Matheus Cunha,26,70.0,Centre-Forward,Premier League,
Benjamin Sesko,22,65.0,Centre-Forward,Premier League,
Joshua Zirkzee,24,22.0,Centre-Forward,Premier League,
Chido Obi,18,5.0,Centre-Forward,Premier League,
Aaron Ramsdale,27,12.0,Goalkeeper,Premier League,
Nick Pope,33,7.0,Goalkeeper,Premier League,
Mark Gillespie,33,0.15,Goalkeeper,Premier League,
John Ruddy,39,0.1,Goalkeeper,Premier League,
Malick Thiaw,24,45.0,Centre-Back,Premier League,
Sven Botman,26,35.0,Centre-Back,Premier League,
Fabian Schär,34,6.0,Centre-Back,Premier League,
Dan Burn,33,5.0,Centre-Back,Premier League,
Lewis Hall,21,35.0,Left-Back,Premier League,
Alex Murphy,21,1.5,Left-Back,Premier League,
Tino Livramento,23,40.0,Right-Back,Premier League,
Kieran Trippier,35,2.5,Right-Back,Premier League,
Emil Krafth,31,1.0,Right-Back,Premier League,
Sandro Tonali,25,80.0,Defensive Midfield,Premier League,
Bruno Guimarães,28,75.0,Central Midfield,Premier League,
Jacob Ramsey,24,35.0,Central Midfield,Premier League,
Joelinton,29,30.0,Central Midfield,Premier League,
Lewis Miley,19,25.0,Central Midfield,Premier League,
Joe Willock,26,16.0,Central Midfield,Premier League,
Anthony Gordon,25,60.0,Left Winger,Premier League,
Harvey Barnes,28,32.0,Left Winger,Premier League,
Anthony Elanga,23,40.0,Right Winger,Premier League,
Jacob Murphy,31,15.0,Right Winger,Premier League,
Nick Woltemade,24,65.0,Centre-Forward,Premier League,
Yoane Wissa,29,30.0,Centre-Forward,Premier League,
William Osula,22,15.0,Centre-Forward,Premier League,
John Victor,30,7.0,Goalkeeper,Premier League,
Stefan Ortega,33,5.0,Goalkeeper,Premier League,
Matz Sels,34,4.0,Goalkeeper,Premier League,
Angus Gunn,30,1.5,Goalkeeper,Premier League,
Murillo,23,50.0,Centre-Back,Premier League,
Nikola Milenković,28,30.0,Centre-Back,Premier League,
Morato,24,14.0,Centre-Back,Premier League,
Jair Cunha,21,12.0,Centre-Back,Premier League,
Zach Abbott,19,3.0,Centre-Back,Premier League,
Willy Boly,35,0.5,Centre-Back,Premier League,
Neco Williams,24,25.0,Left-Back,Premier League,
Luca Netz,22,6.0,Left-Back,Premier League,
Ola Aina,29,20.0,Right-Back,Premier League,
Nicolò Savona,22,18.0,Right-Back,Premier League,
Eric da Silva Moreira,19,1.0,Right-Back,Premier League,
Ibrahim Sangaré,28,22.0,Defensive Midfield,Premier League,
Elliot Anderson,23,60.0,Central Midfield,Premier League,
Nicolás Domínguez,27,16.0,Central Midfield,Premier League,
Ryan Yates,28,8.0,Central Midfield,Premier League,
Morgan Gibbs-White,26,60.0,Attacking Midfield,Premier League,
Omari Hutchinson,22,30.0,Attacking Midfield,Premier League,
James McAtee,23,20.0,Attacking Midfield,Premier League,
Callum Hudson-Odoi,25,30.0,Left Winger,Premier League,
Dan Ndoye,25,35.0,Right Winger,Premier League,
Dilane Bakwa,23,28.0,Right Winger,Premier League,
Lorenzo Lucca,25,25.0,Centre-Forward,Premier League,
Igor Jesus,25,22.0,Centre-Forward,Premier League,
Taiwo Awoniyi,28,9.0,Centre-Forward,Premier League,
Chris Wood,34,6.0,Centre-Forward,Premier League,
Emiliano Martínez,33,15.0,Goalkeeper,Premier League,
Marco Bizot,35,2.5,Goalkeeper,Premier League,
Ezri Konsa,28,40.0,Centre-Back,Premier League,
Pau Torres,29,22.0,Centre-Back,Premier League,
Victor Lindelöf,31,6.0,Centre-Back,Premier League,
Tyrone Mings,33,4.0,Centre-Back,Premier League,
Ian Maatsen,24,30.0,Left-Back,Premier League,
Lucas Digne,32,8.0,Left-Back,Premier League,
Matty Cash,28,22.0,Right-Back,Premier League,
Andrés García,23,7.0,Right-Back,Premier League,
Amadou Onana,24,45.0,Defensive Midfield,Premier League,
Boubacar Kamara,26,40.0,Defensive Midfield,Premier League,
Lamare Bogarde,22,15.0,Defensive Midfield,Premier League,
Youri Tielemans,28,35.0,Central Midfield,Premier League,
Douglas Luiz,27,20.0,Central Midfield,Premier League,
John McGinn,31,15.0,Central Midfield,Premier League,
Ross Barkley,32,5.0,Central Midfield,Premier League,
Morgan Rogers,23,80.0,Attacking Midfield,Premier League,
Harvey Elliott,22,22.0,Attacking Midfield,Premier League,
Emiliano Buendía,29,18.0,Attacking Midfield,Premier League,
Jadon Sancho,25,20.0,Left Winger,Premier League,
Leon Bailey,28,16.0,Right Winger,Premier League,
Alysson,19,10.0,Right Winger,Premier League,
Ollie Watkins,30,30.0,Centre-Forward,Premier League,
Tammy Abraham,28,20.0,Centre-Forward,Premier League,
Dean Henderson,29,28.0,Goalkeeper,Premier League,
Walter Benítez,33,5.0,Goalkeeper,Premier League,
Remi Matthews,32,0.3,Goalkeeper,Premier League,
Maxence Lacroix,25,40.0,Centre-Back,Premier League,
Chris Richards,25,25.0,Centre-Back,Premier League,
Jaydee Canvot,19,20.0,Centre-Back,Premier League,
Chadi Riad,22,12.0,Centre-Back,Premier League,
Tyrick Mitchell,26,25.0,Left-Back,Premier League,
Borna Sosa,28,4.0,Left-Back,Premier League,
Rio Cardines,19,0.3,Left-Back,Premier League,
Daniel Muñoz,29,27.0,Right-Back,Premier League,
Caleb Kporha,19,1.0,Right-Back,Premier League,
Nathaniel Clyne,34,0.5,Right-Back,Premier League,
Adam Wharton,22,60.0,Defensive Midfield,Premier League,
Cheick Doucouré,26,13.0,Defensive Midfield,Premier League,
Jefferson Lerma,31,8.0,Defensive Midfield,Premier League,
Kaden Rodney,21,0.2,Defensive Midfield,Premier League,
Will Hughes,30,6.0,Central Midfield,Premier League,
Daichi Kamada,29,12.0,Attacking Midfield,Premier League,
Justin Devenny,22,12.0,Attacking Midfield,Premier League,
Ismaïla Sarr,28,35.0,Right Winger,Premier League,
Yéremy Pino,23,35.0,Right Winger,Premier League,
Brennan Johnson,24,35.0,Right Winger,Premier League,
Evann Guessand,24,28.0,Right Winger,Premier League,
Jørgen Strand Larsen,26,45.0,Centre-Forward,Premier League,
Jean-Philippe Mateta,28,35.0,Centre-Forward,Premier League,
Christantus Uche,22,15.0,Centre-Forward,Premier League,
Eddie Nketiah,26,14.0,Centre-Forward,Premier League,
Djordje Petrovic,26,28.0,Goalkeeper,Premier League,
Christos Mandas,24,10.0,Goalkeeper,Premier League,
Fraser Forster,37,0.6,Goalkeeper,Premier League,
Bafodé Diakité,25,30.0,Centre-Back,Premier League,
Marcos Senesi,28,22.0,Centre-Back,Premier League,
Veljko Milosavljevic,18,20.0,Centre-Back,Premier League,
James Hill,24,15.0,Centre-Back,Premier League,
Matai Akinmboni,19,1.0,Centre-Back,Premier League,
Adrien Truffert,24,25.0,Left-Back,Premier League,
Julio Soler,21,8.0,Left-Back,Premier League,
Álex Jiménez,20,22.0,Right-Back,Premier League,
Adam Smith,34,0.5,Right-Back,Premier League,
Tyler Adams,27,25.0,Defensive Midfield,Premier League,
Alex Scott,22,40.0,Central Midfield,Premier League,
Lewis Cook,29,13.0,Central Midfield,Premier League,
Alex Tóth,20,12.0,Central Midfield,Premier League,
Ryan Christie,31,9.0,Central Midfield,Premier League,
Justin Kluivert,26,30.0,Attacking Midfield,Premier League,
Marcus Tavernier,26,23.0,Attacking Midfield,Premier League,
Amine Adli,25,20.0,Left Winger,Premier League,
Ben Gannon-Doak,20,16.0,Right Winger,Premier League,
David Brooks,28,14.0,Right Winger,Premier League,
Junior Kroupi,19,40.0,Centre-Forward,Premier League,
Rayan,19,40.0,Centre-Forward,Premier League,
Evanilson,26,35.0,Centre-Forward,Premier League,
Enes Ünal,28,8.0,Centre-Forward,Premier League,
Bart Verbruggen,23,40.0,Goalkeeper,Premier League,
Jason Steele,35,0.75,Goalkeeper,Premier League,
Tom McGill,25,0.5,Goalkeeper,Premier League,
Jan Paul van Hecke,25,35.0,Centre-Back,Premier League,
Olivier Boscagli,28,15.0,Centre-Back,Premier League,
Igor Julio,28,12.0,Centre-Back,Premier League,
Adam Webster,31,5.0,Centre-Back,Premier League,
Lewis Dunk,34,4.0,Centre-Back,Premier League,
Ferdi Kadıoğlu,26,30.0,Left-Back,Premier League,
Maxim De Cuyper,25,22.0,Left-Back,Premier League,
Joël Veltman,34,2.5,Right-Back,Premier League,
Carlos Baleba,22,55.0,Defensive Midfield,Premier League,
Mats Wieffer,26,25.0,Defensive Midfield,Premier League,
Jack Hinshelwood,20,22.0,Defensive Midfield,Premier League,
Yasin Ayari,22,30.0,Central Midfield,Premier League,
Diego Gómez,22,25.0,Central Midfield,Premier League,
Matt O'Riley,25,20.0,Central Midfield,Premier League,
Pascal Groß,34,3.5,Central Midfield,Premier League,
James Milner,40,0.75,Central Midfield,Premier League,
Kaoru Mitoma,28,25.0,Left Winger,Premier League,
Yankuba Minteh,21,40.0,Right Winger,Premier League,
Solly March,31,2.0,Right Winger,Premier League,
Georginio Rutter,23,30.0,Centre-Forward,Premier League,
Charalampos Kostoulas,18,25.0,Centre-Forward,Premier League,
Stefanos Tzimas,20,20.0,Centre-Forward,Premier League,
Danny Welbeck,35,4.0,Centre-Forward,Premier League,
Caoimhín Kelleher,27,25.0,Goalkeeper,Premier League,
Hákon Valdimarsson,24,2.5,Goalkeeper,Premier League,
Ellery Balcombe,26,0.4,Goalkeeper,Premier League,
Julian Eyestone,19,,Goalkeeper,Premier League,
Sepp van den Berg,24,32.0,Centre-Back,Premier League,
Nathan Collins,24,30.0,Centre-Back,Premier League,
Kristoffer Ajer,27,18.0,Centre-Back,Premier League,
Ethan Pinnock,32,4.0,Centre-Back,Premier League,
Rico Henry,28,15.0,Left-Back,Premier League,
Michael Kayode,21,35.0,Right-Back,Premier League,
Aaron Hickey,23,16.0,Right-Back,Premier League,
Vitaly Janelt,27,18.0,Defensive Midfield,Premier League,
Jordan Henderson,35,2.0,Defensive Midfield,Premier League,
Yegor Yarmolyuk,22,30.0,Central Midfield,Premier League,
Mathias Jensen,30,12.0,Central Midfield,Premier League,
Josh Dasilva,27,2.0,Central Midfield,Premier League,
Keane Lewis-Potter,25,25.0,Left Midfield,Premier League,
Mikkel Damsgaard,25,30.0,Attacking Midfield,Premier League,
Antoni Milambo,20,20.0,Attacking Midfield,Premier League,
Fábio Carvalho,23,10.0,Attacking Midfield,Premier League,
Kevin Schade,24,35.0,Left Winger,Premier League,
Reiss Nelson,26,12.0,Left Winger,Premier League,
Dango Ouattara,24,35.0,Right Winger,Premier League,
Romelle Donovan,19,3.5,Right Winger,Premier League,
Igor Thiago,24,50.0,Centre-Forward,Premier League,
Kaye Furo,19,8.0,Centre-Forward,Premier League,
Jordan Pickford,32,15.0,Goalkeeper,Premier League,
Mark Travers,26,4.0,Goalkeeper,Premier League,
Tom King,31,0.15,Goalkeeper,Premier League,
Jarrad Branthwaite,23,45.0,Centre-Back,Premier League,
James Tarkowski,33,7.0,Centre-Back,Premier League,
Michael Keane,33,4.0,Centre-Back,Premier League,
Vitaliy Mykolenko,26,25.0,Left-Back,Premier League,
Adam Aznou,19,7.0,Left-Back,Premier League,
Jake O'Brien,24,18.0,Right-Back,Premier League,
Nathan Patterson,24,10.0,Right-Back,Premier League,
Séamus Coleman,37,0.3,Right-Back,Premier League,
James Garner,25,35.0,Defensive Midfield,Premier League,
Idrissa Gueye,36,1.0,Defensive Midfield,Premier League,
Kiernan Dewsbury-Hall,27,32.0,Central Midfield,Premier League,
Carlos Alcaraz,23,15.0,Central Midfield,Premier League,
Tim Iroegbunam,22,15.0,Central Midfield,Premier League,
Harrison Armstrong,19,12.0,Central Midfield,Premier League,
Merlin Röhl,23,16.0,Attacking Midfield,Premier League,
Jack Grealish,30,25.0,Left Winger,Premier League,
Tyrique George,20,22.0,Left Winger,Premier League,
Dwight McNeil,26,20.0,Left Winger,Premier League,
Iliman Ndiaye,26,50.0,Right Winger,Premier League,
Tyler Dibling,20,22.0,Right Winger,Premier League,
Thierno Barry,23,30.0,Centre-Forward,Premier League,
Beto,28,20.0,Centre-Forward,Premier League,
Bernd Leno,34,8.0,Goalkeeper,Premier League,
Benjamin Lecomte,34,1.2,Goalkeeper,Premier League,
Calvin Bassey,26,28.0,Centre-Back,Premier League,
Joachim Andersen,29,25.0,Centre-Back,Premier League,
Issa Diop,29,10.0,Centre-Back,Premier League,
Jorge Cuenca,26,8.0,Centre-Back,Premier League,
Antonee Robinson,28,25.0,Left-Back,Premier League,
Ryan Sessegnon,25,20.0,Left-Back,Premier League,
Kenny Tete,30,11.0,Right-Back,Premier League,
Timothy Castagne,30,10.0,Right-Back,Premier League,
Sander Berge,28,25.0,Defensive Midfield,Premier League,
Saša Lukić,29,12.0,Central Midfield,Premier League,
Harrison Reed,31,3.0,Central Midfield,Premier League,
Tom Cairney,35,0.75,Central Midfield,Premier League,
Emile Smith Rowe,25,22.0,Attacking Midfield,Premier League,
Josh King,19,20.0,Attacking Midfield,Premier League,
Kevin,23,30.0,Left Winger,Premier League,
Alex Iwobi,29,25.0,Left Winger,Premier League,
Oscar Bobb,22,30.0,Right Winger,Premier League,
Harry Wilson,28,25.0,Right Winger,Premier League,
Samuel Chukwueze,26,15.0,Right Winger,Premier League,
Rodrigo Muniz,24,25.0,Centre-Forward,Premier League,
Raúl Jiménez,34,4.0,Centre-Forward,Premier League,
Jonah Kusi-Asare,18,4.0,Centre-Forward,Premier League,
Robin Roefs,23,25.0,Goalkeeper,Premier League,
Melker Ellborg,22,3.0,Goalkeeper,Premier League,
Simon Moore,35,0.1,Goalkeeper,Premier League,
Dan Ballard,26,20.0,Centre-Back,Premier League,
Omar Alderete,29,15.0,Centre-Back,Premier League,
Luke O'Nien,31,1.0,Centre-Back,Premier League,
Dennis Cirkin,23,8.0,Left-Back,Premier League,
Reinildo Mandava,32,5.0,Left-Back,Premier League,
Trai Hume,23,22.0,Right-Back,Premier League,
Lutsharel Geertruida,25,20.0,Right-Back,Premier League,
Nordi Mukiele,28,18.0,Right-Back,Premier League,
Granit Xhaka,33,10.0,Defensive Midfield,Premier League,
Habib Diarra,22,32.0,Central Midfield,Premier League,
Noah Sadiki,21,30.0,Central Midfield,Premier League,
Enzo Le Fée,26,25.0,Central Midfield,Premier League,
Abdoullah Ba,22,2.0,Right Midfield,Premier League,
Chris Rigg,18,25.0,Attacking Midfield,Premier League,
Milan Aleksic,20,0.7,Attacking Midfield,Premier League,
Harrison Jones,21,0.15,Attacking Midfield,Premier League,
Nilson Angulo,22,17.0,Left Winger,Premier League,
Romaine Mundle,22,8.0,Left Winger,Premier League,
Chemsdine Talbi,20,25.0,Right Winger,Premier League,
Bertrand Traoré,30,5.0,Right Winger,Premier League,
Jocelin Ta Bi,21,3.0,Right Winger,Premier League,
Brian Brobbey,24,25.0,Centre-Forward,Premier League,
Eliezer Mayenda,20,18.0,Centre-Forward,Premier League,
Wilson Isidor,25,18.0,Centre-Forward,Premier League,
Ahmed Abdullahi,21,1.0,Centre-Forward,Premier League,
Mads Hermansen,25,15.0,Goalkeeper,Premier League,
Alphonse Areola,33,5.0,Goalkeeper,Premier League,
Lukasz Fabianski,40,0.25,Goalkeeper,Premier League,
Jean-Clair Todibo,26,23.0,Centre-Back,Premier League,
Maximilian Kilman,28,16.0,Centre-Back,Premier League,
Axel Disasi,28,15.0,Centre-Back,Premier League,
Konstantinos Mavropanos,28,15.0,Centre-Back,Premier League,
Ezra Mayers,19,1.2,Centre-Back,Premier League,
El Hadji Malick Diouf,21,28.0,Left-Back,Premier League,
Oliver Scarles,20,10.0,Left-Back,Premier League,
Aaron Wan-Bissaka,28,22.0,Right-Back,Premier League,
Kyle Walker-Peters,28,13.0,Right-Back,Premier League,
Soungoutou Magassa,22,17.0,Defensive Midfield,Premier League,
Tomáš Souček,31,12.0,Defensive Midfield,Premier League,
Freddie Potts,22,10.0,Defensive Midfield,Premier League,
Mateus Fernandes,21,35.0,Central Midfield,Premier League,
Crysencio Summerville,24,30.0,Left Winger,Premier League,
Keiber Lamadrid,22,1.2,Left Winger,Premier League,
Jarrod Bowen,29,35.0,Right Winger,Premier League,
Adama Traoré,30,8.0,Right Winger,Premier League,
Taty Castellanos,27,28.0,Centre-Forward,Premier League,
Pablo,22,18.0,Centre-Forward,Premier League,
Callum Wilson,34,5.0,Centre-Forward,Premier League,
Lucas Perri,28,13.0,Goalkeeper,Premier League,
Illan Meslier,26,10.0,Goalkeeper,Premier League,
Karl Darlow,35,0.2,Goalkeeper,Premier League,
Alex Cairns,33,0.075,Goalkeeper,Premier League,
Pascal Struijk,26,22.0,Centre-Back,Premier League,
Jaka Bijol,27,18.0,Centre-Back,Premier League,
Joe Rodon,28,15.0,Centre-Back,Premier League,
Sebastiaan Bornauw,26,8.0,Centre-Back,Premier League,
Gabriel Gudmundsson,26,20.0,Left-Back,Premier League,
Sam Byram,32,0.6,Left-Back,Premier League,
Jayden Bogle,25,12.0,Right-Back,Premier League,
James Justin,28,12.0,Right-Back,Premier League,
Ethan Ampadu,25,25.0,Defensive Midfield,Premier League,
Anton Stach,27,25.0,Defensive Midfield,Premier League,
Ilia Gruev,25,12.0,Defensive Midfield,Premier League,
Charlie Crew,19,0.15,Defensive Midfield,Premier League,
Sean Longstaff,28,16.0,Central Midfield,Premier League,
Ao Tanaka,27,10.0,Central Midfield,Premier League,
Brenden Aaronson,25,18.0,Attacking Midfield,Premier League,
Facundo Buonanotte,21,16.0,Attacking Midfield,Premier League,
Noah Okafor,25,18.0,Left Winger,Premier League,
Wilfried Gnonto,22,18.0,Right Winger,Premier League,
Daniel James,28,12.0,Right Winger,Premier League,
Dominic Calvert-Lewin,29,22.0,Centre-Forward,Premier League,
Joël Piroe,26,13.0,Centre-Forward,Premier League,
Lukas Nmecha,27,10.0,Centre-Forward,Premier League,
José Sá,33,5.0,Goalkeeper,Premier League,
Sam Johnstone,32,3.0,Goalkeeper,Premier League,
Daniel Bentley,32,1.0,Goalkeeper,Premier League,
Ladislav Krejci,26,22.0,Centre-Back,Premier League,
Toti,27,20.0,Centre-Back,Premier League,
Yerson Mosquera,24,12.0,Centre-Back,Premier League,
Santiago Bueno,27,10.0,Centre-Back,Premier League,
Hugo Bueno,23,12.0,Left-Back,Premier League,
David Møller Wolfe,23,10.0,Left-Back,Premier League,
Jackson Tchatchoua,24,12.0,Right-Back,Premier League,
Pedro Lima,19,4.0,Right-Back,Premier League,
Matt Doherty,34,1.5,Right-Back,Premier League,
André,24,25.0,Defensive Midfield,Premier League,
João Gomes,25,35.0,Central Midfield,Premier League,
Jean-Ricner Bellegarde,27,16.0,Central Midfield,Premier League,
Rodrigo Gomes,22,15.0,Left Midfield,Premier League,
Mateus Mané,18,20.0,Attacking Midfield,Premier League,
Angel Gomes,25,12.0,Attacking Midfield,Premier League,
Enso González,21,3.0,Left Winger,Premier League,
Tolu Arokodare,25,22.0,Centre-Forward,Premier League,
Adam Armstrong,29,8.0,Centre-Forward,Premier League,
