player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Aaron Ramsdale,Southampton,GK,Premier League,2024,30,2700,0,0,0.0,0.0,0,0.0,0,0,2.39,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798,0.0798,0.0,0.0,0.0
Kenny Tete,Fulham,D S,Premier League,2024,22,1790,0,2,1.6,0.68,0,1.6,25,9,7.37,6.54,0.0,0.1006,0.0802,0.0339,0.0,0.0802,1.257,0.4525,0.3707,0.3289,0.0,-0.0802,0.0666
Lewis Dunk,Brighton,D S,Premier League,2024,25,2083,0,0,1.11,0.52,0,1.11,12,5,10.2,10.1,0.0,0.0,0.0478,0.0223,0.0,0.0478,0.5185,0.216,0.4406,0.4365,0.0,-0.0478,-0.0223
Ederson,Manchester City,GK,Premier League,2024,26,2324,0,4,0.0,1.19,0,0.0,0,4,5.95,4.96,0.0,0.1549,0.0,0.0462,0.0,0.0,0.0,0.1549,0.2305,0.1921,0.0,0.0,0.1087
Will Hughes,Crystal Palace,M S,Premier League,2024,33,2160,0,3,0.92,3.36,0,0.92,22,33,9.03,7.88,0.0,0.125,0.0384,0.1402,0.0,0.0384,0.9167,1.375,0.3761,0.3285,0.0,-0.0384,-0.0152
Daichi Kamada,Crystal Palace,M S,Premier League,2024,34,1527,0,0,0.98,1.83,0,0.98,20,20,8.12,6.36,0.0,0.0,0.0576,0.108,0.0,0.0576,1.1788,1.1788,0.4786,0.375,0.0,-0.0576,-0.108
Timothy Castagne,Fulham,D S,Premier League,2024,24,1627,0,1,0.36,0.87,0,0.36,8,10,6.59,5.58,0.0,0.0553,0.02,0.0484,0.0,0.02,0.4425,0.5532,0.3645,0.3086,0.0,-0.02,0.007
Nélson Semedo,Wolverhampton Wanderers,D S,Premier League,2024,34,2897,0,4,0.99,2.19,0,0.99,18,25,9.8,7.22,0.0,0.1243,0.0309,0.0679,0.0,0.0309,0.5592,0.7767,0.3044,0.2244,0.0,-0.0309,0.0564
Pau Torres,Aston Villa,D S,Premier League,2024,24,2011,0,0,0.39,0.14,0,0.39,8,3,7.19,7.06,0.0,0.0,0.0173,0.0065,0.0,0.0173,0.358,0.1343,0.3219,0.3162,0.0,-0.0173,-0.0065
Boubakary Soumare,Leicester,M S,Premier League,2024,31,2182,0,0,0.26,0.35,0,0.26,7,10,7.11,6.83,0.0,0.0,0.0106,0.0143,0.0,0.0106,0.2887,0.4125,0.2931,0.2816,0.0,-0.0106,-0.0143
Joachim Andersen,"Crystal Palace,Fulham",D,Premier League,2024,30,2678,0,0,0.89,0.28,0,0.89,20,4,10.67,10.44,0.0,0.0,0.0298,0.0094,0.0,0.0298,0.6721,0.1344,0.3587,0.351,0.0,-0.0298,-0.0094
Manuel Akanji,Manchester City,D S,Premier League,2024,26,2017,0,0,1.01,0.42,0,1.01,15,9,13.88,13.61,0.0,0.0,0.0451,0.0189,0.0,0.0451,0.6693,0.4016,0.6193,0.6073,0.0,-0.0451,-0.0189
Martin Dubravka,Newcastle United,GK,Premier League,2024,10,900,0,0,0.0,0.0,0,0.0,0,0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1412,0.1412,0.0,0.0,0.0
Joe Willock,Newcastle United,M S,Premier League,2024,32,1043,0,2,2.02,3.11,0,2.02,18,22,8.02,3.42,0.0,0.1726,0.1741,0.2686,0.0,0.1741,1.5532,1.8984,0.6918,0.2949,0.0,-0.1741,-0.096
Konstantinos Mavropanos,West Ham,D S,Premier League,2024,33,2028,0,0,1.66,0.68,0,1.66,18,5,4.69,4.53,0.0,0.0,0.0737,0.03,0.0,0.0737,0.7988,0.2219,0.208,0.2009,0.0,-0.0737,-0.03
Jean-Clair Todibo,West Ham,D S,Premier League,2024,27,1833,0,0,0.28,0.03,0,0.28,5,2,3.59,3.59,0.0,0.0,0.0136,0.0015,0.0,0.0136,0.2455,0.0982,0.1761,0.1761,0.0,-0.0136,-0.0015
Matz Sels,Nottingham Forest,GK,Premier League,2024,38,3420,0,0,0.0,0.52,0,0.0,0,2,3.72,3.2,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0526,0.098,0.0843,0.0,0.0,-0.0137
Arijanet Muric,Ipswich,GK,Premier League,2024,18,1620,0,0,0.0,0.0,0,0.0,0,0,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297,0.1297,0.0,0.0,0.0
Mark Flekken,Brentford,GK,Premier League,2024,37,3275,0,2,0.0,0.55,0,0.0,0,2,7.11,6.88,0.0,0.055,0.0,0.0151,0.0,0.0,0.0,0.055,0.1953,0.1892,0.0,0.0,0.0399
Oliver Skipp,Leicester,M S,Premier League,2024,24,1095,0,0,0.24,0.34,0,0.24,5,9,2.25,1.79,0.0,0.0,0.02,0.0279,0.0,0.02,0.411,0.7397,0.1853,0.1473,0.0,-0.02,-0.0279
Diogo Dalot,Manchester United,D S,Premier League,2024,33,2821,0,3,1.7,2.58,0,1.7,24,26,10.51,8.38,0.0,0.0957,0.0542,0.0823,0.0,0.0542,0.7657,0.8295,0.3352,0.2675,0.0,-0.0542,0.0134
Ben White,Arsenal,D S,Premier League,2024,17,1192,0,2,0.43,1.45,0,0.43,9,10,4.35,3.9,0.0,0.151,0.0328,0.1095,0.0,0.0328,0.6795,0.755,0.3282,0.2942,0.0,-0.0328,0.0415
Max Kilman,West Ham,D,Premier League,2024,38,3348,0,1,1.71,0.93,0,1.71,13,16,7.73,7.18,0.0,0.0269,0.0461,0.025,0.0,0.0461,0.3495,0.4301,0.2077,0.193,0.0,-0.0461,0.0019
Tyler Adams,Bournemouth,M S,Premier League,2024,28,1965,0,3,1.41,1.51,0,1.41,9,18,7.61,5.17,0.0,0.1374,0.0644,0.069,0.0,0.0644,0.4122,0.8244,0.3484,0.2368,0.0,-0.0644,0.0684
James Garner,Everton,D M S,Premier League,2024,21,1603,0,1,0.6,1.22,0,0.6,12,12,5.44,4.62,0.0,0.0561,0.0337,0.0682,0.0,0.0337,0.6737,0.6737,0.3052,0.2592,0.0,-0.0337,-0.0121
Wesley Fofana,Chelsea,D,Premier League,2024,14,1192,0,0,0.2,0.53,0,0.2,3,6,4.95,4.43,0.0,0.0,0.0155,0.0397,0.0,0.0155,0.2265,0.453,0.374,0.3345,0.0,-0.0155,-0.0397
Dean Henderson,Crystal Palace,GK,Premier League,2024,38,3420,0,0,0.01,0.11,0,0.01,1,2,3.3,3.19,0.0,0.0,0.0003,0.0028,0.0,0.0003,0.0263,0.0526,0.0868,0.084,0.0,-0.0003,-0.0028
Caoimhin Kelleher,Liverpool,GK,Premier League,2024,10,900,0,0,0.0,0.0,0,0.0,0,0,1.94,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.194,0.0,0.0,0.0
Igor Julio,Brighton,D S,Premier League,2024,13,959,0,0,0.08,0.14,0,0.08,1,2,4.97,4.83,0.0,0.0,0.0078,0.0134,0.0,0.0078,0.0938,0.1877,0.4665,0.4531,0.0,-0.0078,-0.0134
Tyrick Mitchell,Crystal Palace,D,Premier League,2024,37,3131,0,5,1.42,7.11,0,1.42,12,41,14.72,7.39,0.0,0.1437,0.0408,0.2044,0.0,0.0408,0.3449,1.1785,0.4232,0.2125,0.0,-0.0408,-0.0606
Nicolás Domínguez,Nottingham Forest,M S,Premier League,2024,34,1979,0,1,1.93,1.47,0,1.93,21,13,4.88,3.65,0.0,0.0455,0.0876,0.0666,0.0,0.0876,0.955,0.5912,0.2221,0.1662,0.0,-0.0876,-0.0212
Guido Rodríguez,West Ham,M S,Premier League,2024,23,1179,0,1,0.16,0.22,0,0.16,8,4,2.94,2.79,0.0,0.0763,0.0124,0.0167,0.0,0.0124,0.6107,0.3053,0.2248,0.2133,0.0,-0.0124,0.0596
Sander Berge,Fulham,M S,Premier League,2024,31,2242,0,0,0.43,0.73,0,0.43,3,18,7.76,6.73,0.0,0.0,0.0171,0.0292,0.0,0.0171,0.1204,0.7226,0.3117,0.2703,0.0,-0.0171,-0.0292
Jarrad Branthwaite,Everton,D S,Premier League,2024,30,2510,0,1,1.38,0.65,0,1.38,10,3,4.86,4.71,0.0,0.0359,0.0495,0.0234,0.0,0.0495,0.3586,0.1076,0.1744,0.1688,0.0,-0.0495,0.0124
Luke Thomas,Leicester,D S,Premier League,2024,14,1123,0,0,0.35,0.42,0,0.35,5,8,1.75,1.39,0.0,0.0,0.0279,0.0335,0.0,0.0279,0.4007,0.6411,0.1402,0.1113,0.0,-0.0279,-0.0335
Kalvin Phillips,Ipswich,M S,Premier League,2024,19,1247,0,0,0.46,0.32,0,0.46,11,5,2.42,2.15,0.0,0.0,0.0331,0.0233,0.0,0.0331,0.7939,0.3609,0.1745,0.1549,0.0,-0.0331,-0.0233
Dara O&#039;Shea,Ipswich,D,Premier League,2024,35,3129,0,2,1.56,0.7,0,1.56,22,3,8.61,7.78,0.0,0.0575,0.045,0.0202,0.0,0.045,0.6328,0.0863,0.2477,0.2238,0.0,-0.045,0.0373
Joël Veltman,Brighton,D S,Premier League,2024,21,1714,0,0,0.8,0.76,0,0.8,6,6,6.48,5.07,0.0,0.0,0.0419,0.0397,0.0,0.0419,0.3151,0.3151,0.3401,0.2663,0.0,-0.0419,-0.0397
Stefan Ortega Moreno,Manchester City,GK S,Premier League,2024,13,1096,0,0,0.0,0.0,0,0.0,0,0,2.86,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2351,0.2351,0.0,0.0,0.0
Iyenoma Destiny Udogie,Tottenham,D S,Premier League,2024,25,1949,0,1,0.35,1.26,0,0.35,5,16,9.83,9.17,0.0,0.0462,0.0161,0.0582,0.0,0.0161,0.2309,0.7388,0.454,0.4237,0.0,-0.0161,-0.012
Guglielmo Vicario,Tottenham,GK,Premier League,2024,24,2160,0,0,0.0,0.0,0,0.0,0,0,5.16,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152,0.2152,0.0,0.0,0.0
Antonee Robinson,Fulham,D M S,Premier League,2024,36,3166,0,10,1.05,4.4,0,1.05,16,43,16.5,13.77,0.0,0.2843,0.03,0.1252,0.0,0.03,0.4548,1.2224,0.469,0.3914,0.0,-0.03,0.1591
Rúben Dias,Manchester City,D S,Premier League,2024,27,2262,0,0,1.34,0.21,0,1.34,21,5,14.73,14.57,0.0,0.0,0.0531,0.0085,0.0,0.0531,0.8355,0.1989,0.5862,0.5796,0.0,-0.0531,-0.0085
Vladimir Coufal,West Ham,D M S,Premier League,2024,22,1052,0,0,0.32,0.58,0,0.32,7,8,3.65,3.3,0.0,0.0,0.0277,0.0495,0.0,0.0277,0.5989,0.6844,0.3125,0.282,0.0,-0.0277,-0.0495
Malo Gusto,Chelsea,D S,Premier League,2024,32,1838,0,1,1.56,1.34,0,1.56,22,22,10.98,9.03,0.0,0.049,0.0762,0.0658,0.0,0.0762,1.0773,1.0773,0.5377,0.4422,0.0,-0.0762,-0.0168
Robert Sánchez,Chelsea,GK,Premier League,2024,32,2880,0,0,0.0,0.02,0,0.0,0,1,6.04,6.02,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0312,0.1887,0.1882,0.0,0.0,-0.0005
Radu Dragusin,Tottenham,D S,Premier League,2024,16,1264,0,0,0.18,0.52,0,0.18,5,4,4.85,4.78,0.0,0.0,0.0126,0.0368,0.0,0.0126,0.356,0.2848,0.3453,0.3402,0.0,-0.0126,-0.0368
Valentino Livramento,Newcastle United,D S,Premier League,2024,37,2848,0,1,0.32,3.15,0,0.32,6,25,13.4,10.81,0.0,0.0316,0.0103,0.0995,0.0,0.0103,0.1896,0.79,0.4234,0.3415,0.0,-0.0103,-0.0679
David Raya,Arsenal,GK,Premier League,2024,38,3420,0,0,0.0,0.09,0,0.0,0,1,6.11,6.02,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0263,0.1608,0.1583,0.0,0.0,-0.0025
Kristoffer Ajer,Brentford,D S,Premier League,2024,24,1450,0,0,1.14,1.47,0,1.14,9,9,4.82,2.97,0.0,0.0,0.0709,0.0914,0.0,0.0709,0.5586,0.5586,0.2993,0.1844,0.0,-0.0709,-0.0914
Mads Roerslev,Brentford,D S,Premier League,2024,19,1079,0,2,0.22,2.79,0,0.22,5,14,5.18,2.46,0.0,0.1668,0.0185,0.2328,0.0,0.0185,0.4171,1.1677,0.4318,0.2053,0.0,-0.0185,-0.0659
José Sá,Wolverhampton Wanderers,GK,Premier League,2024,29,2610,0,0,0.0,0.07,0,0.0,0,3,1.16,1.09,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.1034,0.0399,0.0377,0.0,0.0,-0.0023
Jesper Lindstrom,Everton,M S,Premier League,2024,25,1279,0,1,2.02,2.88,0,2.02,28,19,5.93,3.55,0.0,0.0704,0.142,0.2028,0.0,0.142,1.9703,1.337,0.4176,0.2498,0.0,-0.142,-0.1324
Micky van de Ven,Tottenham,D S,Premier League,2024,13,1031,0,2,0.77,1.18,0,0.77,6,2,5.83,4.65,0.0,0.1746,0.0673,0.1029,0.0,0.0673,0.5238,0.1746,0.5088,0.4059,0.0,-0.0673,0.0717
Archie Gray,Tottenham,D M S,Premier League,2024,28,1729,0,0,0.03,0.15,0,0.03,1,3,4.39,4.24,0.0,0.0,0.0015,0.0079,0.0,0.0015,0.0521,0.1562,0.2284,0.221,0.0,-0.0015,-0.0079
Lewis Hall,Newcastle United,D S,Premier League,2024,27,2200,0,4,0.54,3.95,0,0.54,11,33,12.69,10.64,0.0,0.1636,0.0219,0.1616,0.0,0.0219,0.45,1.35,0.5191,0.4355,0.0,-0.0219,0.002
Toti,Wolverhampton Wanderers,D S,Premier League,2024,31,2622,0,1,0.98,0.99,0,0.98,7,9,7.03,6.88,0.0,0.0343,0.0335,0.0341,0.0,0.0335,0.2403,0.3089,0.2411,0.2361,0.0,-0.0335,0.0002
Leny Yoro,Manchester United,D S,Premier League,2024,21,1152,0,0,1.13,0.05,0,1.13,5,2,4.26,3.43,0.0,0.0,0.088,0.0042,0.0,0.088,0.3906,0.1562,0.3326,0.2677,0.0,-0.088,-0.0042
Noussair Mazraoui,Manchester United,D S,Premier League,2024,37,2881,0,1,0.81,1.56,0,0.81,13,20,10.55,9.09,0.0,0.0312,0.0254,0.0489,0.0,0.0254,0.4061,0.6248,0.3295,0.2838,0.0,-0.0254,-0.0176
Ryan Gravenberch,Liverpool,M,Premier League,2024,37,3199,0,4,1.33,2.42,0,1.33,20,26,21.41,19.36,0.0,0.1125,0.0375,0.068,0.0,0.0375,0.5627,0.7315,0.6023,0.5447,0.0,-0.0375,0.0446
Sepp van den Berg,Brentford,D S,Premier League,2024,31,2602,0,0,2.15,1.03,0,2.15,20,7,11.55,9.67,0.0,0.0,0.0743,0.0356,0.0,0.0743,0.6918,0.2421,0.3993,0.3346,0.0,-0.0743,-0.0356
Marcos Senesi,Bournemouth,D S,Premier League,2024,17,1117,0,0,0.65,0.24,0,0.65,2,5,4.35,4.17,0.0,0.0,0.0525,0.0192,0.0,0.0525,0.1611,0.4029,0.3504,0.3359,0.0,-0.0525,-0.0192
André Onana,Manchester United,GK,Premier League,2024,34,3060,0,0,0.0,0.31,0,0.0,0,1,5.31,4.99,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0294,0.1561,0.1469,0.0,0.0,-0.0093
Santiago Bueno,Wolverhampton Wanderers,D S,Premier League,2024,29,1672,0,0,0.33,0.0,0,0.33,6,0,3.89,3.87,0.0,0.0,0.0177,0.0,0.0,0.0177,0.323,0.0,0.2096,0.2085,0.0,-0.0177,0.0
Kobbie Mainoo,Manchester United,F M S,Premier League,2024,25,1660,0,0,0.74,2.05,0,0.74,15,14,6.99,4.43,0.0,0.0,0.0404,0.1109,0.0,0.0404,0.8133,0.759,0.3792,0.24,0.0,-0.0404,-0.1109
James Bree,Southampton,D S,Premier League,2024,17,1077,0,1,0.11,1.07,0,0.11,4,9,3.7,3.0,0.0,0.0836,0.0091,0.0896,0.0,0.0091,0.3343,0.7521,0.3092,0.2508,0.0,-0.0091,-0.006
Victor Kristiansen,Leicester,D M S,Premier League,2024,30,2510,0,1,0.16,1.66,0,0.16,3,18,6.27,5.77,0.0,0.0359,0.0057,0.0597,0.0,0.0057,0.1076,0.6454,0.2247,0.2069,0.0,-0.0057,-0.0238
Illia Zabarnyi,Bournemouth,D S,Premier League,2024,36,3116,0,1,1.35,0.96,0,1.35,12,12,7.43,7.21,0.0,0.0289,0.039,0.0278,0.0,0.039,0.3466,0.3466,0.2146,0.2083,0.0,-0.039,0.0011
Bart Verbruggen,Brighton,GK,Premier League,2024,36,3240,0,1,0.0,0.05,0,0.0,0,1,6.67,6.61,0.0,0.0278,0.0,0.0015,0.0,0.0,0.0,0.0278,0.1852,0.1837,0.0,0.0,0.0263
Yehor Yarmolyuk,Brentford,M S,Premier League,2024,31,1416,0,0,0.79,1.03,0,0.79,9,9,5.01,4.21,0.0,0.0,0.0501,0.0652,0.0,0.0501,0.572,0.572,0.3185,0.2678,0.0,-0.0501,-0.0652
Edson Álvarez,West Ham,D M S,Premier League,2024,28,1772,0,1,0.32,0.8,0,0.32,12,12,4.3,3.42,0.0,0.0508,0.0162,0.0405,0.0,0.0162,0.6095,0.6095,0.2183,0.1737,0.0,-0.0162,0.0103
Adam Wharton,Crystal Palace,M S,Premier League,2024,20,1337,0,2,0.34,3.35,0,0.34,13,26,6.54,5.25,0.0,0.1346,0.0226,0.2257,0.0,0.0226,0.8751,1.7502,0.4401,0.3534,0.0,-0.0226,-0.091
Luke Woolfenden,Ipswich,D S,Premier League,2024,15,1170,0,0,0.06,0.0,0,0.06,1,0,1.31,1.31,0.0,0.0,0.0045,0.0,0.0,0.0045,0.0769,0.0,0.1005,0.1005,0.0,-0.0045,0.0
Wes Burns,Ipswich,M S,Premier League,2024,18,962,0,1,0.41,2.2,0,0.41,7,10,3.02,0.9,0.0,0.0936,0.0387,0.2063,0.0,0.0387,0.6549,0.9356,0.2826,0.0844,0.0,-0.0387,-0.1127
Cameron Burgess,Ipswich,D S,Premier League,2024,18,1538,0,2,0.93,0.38,0,0.93,10,7,4.11,3.43,0.0,0.117,0.0545,0.022,0.0,0.0545,0.5852,0.4096,0.2407,0.2007,0.0,-0.0545,0.095
Mads Hermansen,Leicester,GK,Premier League,2024,27,2388,0,0,0.0,0.0,0,0.0,0,0,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.088,0.0,0.0,0.0
Lucas Bergvall,Tottenham,M S,Premier League,2024,27,1187,0,1,0.61,0.72,0,0.61,11,11,5.08,4.34,0.0,0.0758,0.0462,0.0546,0.0,0.0462,0.834,0.834,0.3854,0.3291,0.0,-0.0462,0.0212
Jack Clarke,Ipswich,M S,Premier League,2024,32,1151,0,4,1.3,2.67,0,1.3,17,28,5.5,1.92,0.0,0.3128,0.1018,0.2085,0.0,0.1018,1.3293,2.1894,0.4298,0.1504,0.0,-0.1018,0.1043
André,Wolverhampton Wanderers,M S,Premier League,2024,33,2538,0,0,0.3,0.81,0,0.3,10,18,9.5,8.87,0.0,0.0,0.0105,0.0286,0.0,0.0105,0.3546,0.6383,0.3368,0.3144,0.0,-0.0105,-0.0286
Ryan Manning,Southampton,D M S,Premier League,2024,24,1495,0,1,0.34,3.37,0,0.34,8,34,5.23,4.0,0.0,0.0602,0.0203,0.203,0.0,0.0203,0.4816,2.0468,0.3151,0.2407,0.0,-0.0203,-0.1428
Jakub Stolarczyk,Leicester,GK,Premier League,2024,10,900,0,0,0.0,0.0,0,0.0,0,0,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888,0.1888,0.0,0.0,0.0
Kylian Mbappe-Lottin,Real Madrid,F,La Liga,2024,34,2938,31,3,30.14,9.39,24,23.45,161,51,38.31,11.08,0.9496,0.0919,0.9231,0.2878,0.7352,0.7182,4.9319,1.5623,1.1737,0.3395,0.1925,0.0265,-0.1959
Robert Lewandowski,Barcelona,F S,La Liga,2024,34,2716,27,2,29.41,2.48,24,26.44,115,18,29.24,6.66,0.8947,0.0663,0.9747,0.082,0.7953,0.8762,3.8108,0.5965,0.969,0.2207,0.2348,-0.08,-0.0157
Ante Budimir,Osasuna,F S,La Liga,2024,38,3008,21,4,20.67,1.88,13,14.72,99,16,15.0,1.53,0.6283,0.1197,0.6184,0.0562,0.389,0.4405,2.9621,0.4787,0.4488,0.0459,0.2121,0.0099,0.0635
Alexander Sørloth,Atletico Madrid,F S,La Liga,2024,35,1525,20,2,20.45,1.3,19,19.71,79,13,21.54,2.15,1.1803,0.118,1.2072,0.077,1.1213,1.1633,4.6623,0.7672,1.271,0.1268,0.2532,-0.0268,0.041
Ayoze Pérez,Villarreal,F S,La Liga,2024,30,1987,19,2,15.23,3.13,19,15.23,75,32,19.89,3.78,0.8606,0.0906,0.6897,0.1417,0.8606,0.6897,3.3971,1.4494,0.9007,0.1712,0.2533,0.1708,-0.0511
Raphinha,Barcelona,F M S,La Liga,2024,36,2862,18,10,19.27,13.53,16,17.78,114,91,39.28,13.65,0.566,0.3145,0.6058,0.4254,0.5031,0.5591,3.5849,2.8616,1.2353,0.4293,0.1579,-0.0398,-0.1109
Julián Álvarez,Atletico Madrid,F M S,La Liga,2024,37,2543,17,4,14.16,6.46,13,11.19,72,41,25.16,9.43,0.6017,0.1416,0.5011,0.2286,0.4601,0.3959,2.5482,1.451,0.8905,0.3339,0.2361,0.1005,-0.087
Oihan Sancet,Athletic Club,F M S,La Liga,2024,29,1645,15,1,10.46,1.86,12,8.23,50,21,12.25,4.23,0.8207,0.0547,0.5722,0.1016,0.6565,0.4502,2.7356,1.1489,0.67,0.2315,0.3,0.2484,-0.0469
Kike García,Alaves,F S,La Liga,2024,35,2571,13,0,10.71,0.76,10,8.48,63,13,9.77,2.1,0.4551,0.0,0.375,0.0267,0.3501,0.2969,2.2054,0.4551,0.3421,0.0734,0.2063,0.0801,-0.0267
Javi Puado,Espanyol,F M,La Liga,2024,35,3023,12,4,11.95,2.97,7,8.23,71,22,13.29,3.44,0.3573,0.1191,0.3556,0.0884,0.2084,0.245,2.1138,0.655,0.3956,0.1024,0.169,0.0016,0.0307
Cristhian Stuani,Girona,F S,La Liga,2024,32,998,11,2,8.71,0.43,8,6.48,34,7,5.8,0.63,0.992,0.1804,0.7858,0.0387,0.7214,0.5847,3.0661,0.6313,0.5229,0.057,0.3235,0.2062,0.1417
Borja Iglesias,Celta Vigo,F S,La Liga,2024,37,1968,11,3,11.55,3.18,11,11.55,46,18,16.7,3.17,0.503,0.1372,0.5283,0.1453,0.503,0.5283,2.1037,0.8232,0.7637,0.1449,0.2391,-0.0253,-0.0081
Dodi Lukebakio,Sevilla,F M S,La Liga,2024,38,3117,11,2,9.24,5.39,10,8.5,94,54,14.77,3.35,0.3176,0.0577,0.2669,0.1557,0.2887,0.2454,2.7141,1.5592,0.4265,0.0968,0.117,0.0507,-0.0979
Hugo Duro,Valencia,F S,La Liga,2024,31,2180,11,2,10.97,1.45,10,10.23,48,13,10.65,0.98,0.4541,0.0826,0.4528,0.0599,0.4128,0.4222,1.9817,0.5367,0.4395,0.0405,0.2292,0.0013,0.0227
Vinícius Júnior,Real Madrid,F M S,La Liga,2024,30,2267,11,8,12.78,8.64,9,10.55,81,58,23.5,7.63,0.4367,0.3176,0.5072,0.343,0.3573,0.4186,3.2157,2.3026,0.933,0.303,0.1358,-0.0705,-0.0254
Thierno Barry,Villarreal,F S,La Liga,2024,35,2322,11,4,15.06,3.67,10,14.32,73,24,19.07,4.02,0.4264,0.155,0.5837,0.1421,0.3876,0.5549,2.8295,0.9302,0.739,0.1558,0.1507,-0.1573,0.0129
Iago Aspas,Celta Vigo,F M S,La Liga,2024,30,1751,10,5,8.27,4.82,5,3.81,52,38,11.49,5.21,0.514,0.257,0.4251,0.2479,0.257,0.1959,2.6728,1.9532,0.5904,0.2679,0.1923,0.0889,0.0091
Mauro Arambarri,Getafe,F M S,La Liga,2024,35,2670,10,0,9.48,0.65,7,7.25,56,18,9.03,3.09,0.3371,0.0,0.3196,0.0219,0.236,0.2444,1.8876,0.6067,0.3045,0.1042,0.1786,0.0175,-0.0219
Ferrán Torres,Barcelona,F M S,La Liga,2024,27,1093,10,6,9.68,3.56,10,9.68,48,19,14.06,2.26,0.8234,0.4941,0.7973,0.2928,0.8234,0.7973,3.9524,1.5645,1.1576,0.1859,0.2083,0.0262,0.2012
Dani Olmo,Barcelona,M S,La Liga,2024,25,1221,10,4,6.64,3.85,8,5.15,42,27,17.13,9.94,0.7371,0.2948,0.4893,0.2839,0.5897,0.3797,3.0958,1.9902,1.2624,0.7326,0.2381,0.2478,0.0109
Fabio Silva,Las Palmas,F M S,La Liga,2024,24,1902,10,3,9.28,2.49,8,7.05,49,16,9.96,2.49,0.4732,0.142,0.439,0.1177,0.3785,0.3335,2.3186,0.7571,0.4715,0.1178,0.2041,0.0342,0.0242
Mikel Oyarzabal,Real Sociedad,F M S,La Liga,2024,35,2291,9,3,10.3,2.9,5,7.32,43,15,14.11,4.84,0.3536,0.1179,0.4045,0.114,0.1964,0.2877,1.6892,0.5893,0.5541,0.1901,0.2093,-0.0509,0.0039
Isco,Real Betis,M S,La Liga,2024,22,1565,9,8,8.83,5.05,4,4.37,44,61,11.56,5.61,0.5176,0.4601,0.508,0.2906,0.23,0.2516,2.5304,3.508,0.665,0.3223,0.2045,0.0095,0.1695
Sandro Ramírez,Las Palmas,F M S,La Liga,2024,31,2086,9,3,4.3,3.5,8,3.56,52,28,7.44,2.22,0.3883,0.1294,0.1855,0.1509,0.3452,0.1534,2.2435,1.2081,0.3208,0.0958,0.1731,0.2028,-0.0215
Jude Bellingham,Real Madrid,M S,La Liga,2024,31,2510,9,8,13.08,4.31,8,11.6,62,43,24.68,15.26,0.3227,0.2869,0.4692,0.1544,0.2869,0.4158,2.2231,1.5418,0.885,0.5471,0.1452,-0.1464,0.1325
Lamine Yamal,Barcelona,F M S,La Liga,2024,35,2879,9,13,11.59,14.47,9,11.59,144,64,38.31,18.0,0.2813,0.4064,0.3624,0.4522,0.2813,0.3624,4.5016,2.0007,1.1975,0.5628,0.0625,-0.0811,-0.0458
Antoine Griezmann,Atletico Madrid,F M S,La Liga,2024,38,2514,8,7,8.41,8.12,7,6.93,50,48,19.79,9.18,0.2864,0.2506,0.3012,0.2906,0.2506,0.248,1.79,1.7184,0.7085,0.3287,0.16,-0.0148,-0.04
Raba,Leganes,F M S,La Liga,2024,29,1925,8,6,7.21,6.13,4,3.49,44,46,9.66,2.53,0.374,0.2805,0.3371,0.2865,0.187,0.1634,2.0571,2.1506,0.4517,0.1182,0.1818,0.0369,-0.0059
Giovani Lo Celso,Real Betis,M S,La Liga,2024,25,1437,8,3,4.73,4.67,6,2.5,34,43,9.41,4.95,0.501,0.1879,0.296,0.2926,0.3758,0.1563,2.1294,2.6931,0.5892,0.3099,0.2353,0.2051,-0.1047
Diego López,Valencia,D F M S,La Liga,2024,38,2839,8,5,6.93,5.98,8,6.93,44,37,16.82,6.18,0.2536,0.1585,0.2196,0.1896,0.2536,0.2196,1.3949,1.1729,0.5331,0.196,0.1818,0.034,-0.0311
Gorka Guruzeta,Athletic Club,F M S,La Liga,2024,36,1856,7,2,6.79,1.45,7,6.79,59,15,9.19,2.06,0.3394,0.097,0.3292,0.0704,0.3394,0.3292,2.861,0.7274,0.4456,0.0998,0.1186,0.0102,0.0266
