player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Anthony Martial,Manchester United,F M S,Premier League,2020,22,1494,4,3,7.41,2.62,4,7.41,42,17,11.81,3.32,0.241,0.1807,0.4461,0.1578,0.241,0.4461,2.5301,1.0241,0.7117,0.2,0.0952,-0.2052,0.0229
John Stones,Manchester City,D,Premier League,2020,22,1933,4,0,2.5,0.05,4,2.5,15,2,10.39,10.29,0.1862,0.0,0.1165,0.0022,0.1862,0.1165,0.6984,0.0931,0.4837,0.479,0.2667,0.0698,-0.0022
Christian Pulisic,Chelsea,F M S,Premier League,2020,27,1739,4,2,6.78,2.76,4,6.78,43,25,14.59,7.1,0.207,0.1035,0.3507,0.1429,0.207,0.3507,2.2254,1.2938,0.7553,0.3675,0.093,-0.1436,-0.0394
Mateusz Klich,Leeds,M S,Premier League,2020,35,2404,4,5,3.0,3.65,2,1.48,36,44,14.61,10.39,0.1498,0.1872,0.1123,0.1367,0.0749,0.0553,1.3478,1.6473,0.5469,0.3888,0.1111,0.0374,0.0505
Kai Havertz,Chelsea,F M S,Premier League,2020,27,1523,4,3,6.35,1.55,4,6.35,33,18,10.38,4.81,0.2364,0.1773,0.3754,0.0918,0.2364,0.3754,1.9501,1.0637,0.6136,0.2844,0.1212,-0.139,0.0855
Ademola Lookman,Fulham,F M S,Premier League,2020,34,2765,4,4,6.25,5.26,4,5.49,69,61,15.36,7.33,0.1302,0.1302,0.2035,0.1712,0.1302,0.1787,2.2459,1.9855,0.4998,0.2387,0.058,-0.0733,-0.041
Scott McTominay,Manchester United,M S,Premier League,2020,32,2121,4,1,1.85,2.11,4,1.85,26,17,10.91,7.9,0.1697,0.0424,0.0784,0.0897,0.1697,0.0784,1.1033,0.7214,0.463,0.3354,0.1538,0.0913,-0.0473
Stuart Armstrong,Southampton,M S,Premier League,2020,33,2791,4,5,2.64,2.9,4,2.64,54,35,10.03,6.74,0.129,0.1612,0.0851,0.0936,0.129,0.0851,1.7413,1.1286,0.3234,0.2173,0.0741,0.0439,0.0677
Miguel Almirón,Newcastle United,F M S,Premier League,2020,34,2458,4,1,3.51,3.14,4,3.51,33,31,9.3,3.9,0.1465,0.0366,0.1285,0.1148,0.1465,0.1285,1.2083,1.1351,0.3403,0.1428,0.1212,0.018,-0.0782
Eberechi Eze,Crystal Palace,M S,Premier League,2020,34,2570,4,6,2.49,3.74,4,2.49,37,42,8.0,3.96,0.1401,0.2101,0.0874,0.131,0.1401,0.0874,1.2957,1.4708,0.28,0.1387,0.1081,0.0527,0.0791
Fabio Silva,Wolverhampton Wanderers,F S,Premier League,2020,32,1341,4,3,6.14,1.17,3,5.37,48,11,5.09,1.08,0.2685,0.2013,0.4118,0.0784,0.2013,0.3607,3.2215,0.7383,0.3415,0.0727,0.0833,-0.1434,0.1229
Allan Saint-Maximin,Newcastle United,F M S,Premier League,2020,25,1578,3,4,2.83,4.01,3,2.83,30,29,10.59,4.22,0.1711,0.2281,0.1612,0.2289,0.1711,0.1612,1.711,1.654,0.6043,0.2409,0.1,0.0099,-0.0008
Jannik Vestergaard,Southampton,D S,Premier League,2020,30,2571,3,0,2.11,0.74,3,2.11,23,7,6.06,5.99,0.105,0.0,0.0737,0.0259,0.105,0.0737,0.8051,0.245,0.2123,0.2097,0.1304,0.0313,-0.0259
Pascal Groß,Brighton,D M S,Premier League,2020,34,2469,3,8,5.01,5.37,0,1.97,32,69,10.4,6.73,0.1094,0.2916,0.1826,0.1957,0.0,0.0717,1.1665,2.5152,0.3793,0.2454,0.0938,-0.0733,0.0959
Theo Walcott,"Everton,Southampton",F M S,Premier League,2020,22,1660,3,3,2.28,1.26,3,2.28,29,17,5.55,2.23,0.1627,0.1627,0.1237,0.0685,0.1627,0.1237,1.5723,0.9217,0.301,0.1211,0.1034,0.039,0.0942
Angelo Ogbonna,West Ham,D,Premier League,2020,28,2493,3,0,1.7,0.43,3,1.7,13,4,4.01,3.79,0.1083,0.0,0.0612,0.0155,0.1083,0.0612,0.4693,0.1444,0.1447,0.1367,0.2308,0.0471,-0.0155
Ross Barkley,"Aston Villa,Chelsea",M S,Premier League,2020,26,1574,3,1,3.7,4.32,3,3.7,39,40,9.9,3.72,0.1715,0.0572,0.2116,0.247,0.1715,0.2116,2.23,2.2872,0.5659,0.2125,0.0769,-0.04,-0.1898
Ashley Westwood,Burnley,M,Premier League,2020,38,3412,3,3,1.01,6.53,3,1.01,19,52,10.03,6.3,0.0791,0.0791,0.0265,0.1724,0.0791,0.0265,0.5012,1.3716,0.2645,0.1663,0.1579,0.0526,-0.0932
Aleksandar Mitrovic,Fulham,F S,Premier League,2020,27,1369,3,3,5.68,2.92,2,4.16,59,23,7.81,1.85,0.1972,0.1972,0.3732,0.1923,0.1315,0.2732,3.8787,1.5121,0.5133,0.1216,0.0508,-0.176,0.0049
Ben Chilwell,Chelsea,D M,Premier League,2020,27,2296,3,5,2.98,2.46,3,2.98,27,30,11.33,8.16,0.1176,0.196,0.117,0.0963,0.1176,0.117,1.0584,1.176,0.4442,0.3197,0.1111,0.0006,0.0997
Craig Dawson,West Ham,D,Premier League,2020,22,1925,3,0,2.74,0.05,3,2.74,16,2,3.01,3.01,0.1403,0.0,0.1279,0.0025,0.1403,0.1279,0.7481,0.0935,0.1405,0.1405,0.1875,0.0123,-0.0025
Kyle Bartley,West Bromwich Albion,D S,Premier League,2020,30,2581,3,1,2.6,0.76,3,2.6,14,7,2.48,1.5,0.1046,0.0349,0.0907,0.0265,0.1046,0.0907,0.4882,0.2441,0.0866,0.0523,0.2143,0.0139,0.0084
Matej Vydra,Burnley,F S,Premier League,2020,28,1363,3,2,5.37,2.12,3,5.37,35,14,6.43,1.05,0.1981,0.1321,0.3548,0.1399,0.1981,0.3548,2.3111,0.9244,0.4243,0.0691,0.0857,-0.1567,-0.0078
Michael Keane,Everton,D S,Premier League,2020,35,2986,3,1,1.5,1.09,3,1.5,16,7,6.95,6.68,0.0904,0.0301,0.0454,0.0327,0.0904,0.0454,0.4823,0.211,0.2095,0.2012,0.1875,0.0451,-0.0026
Paul Pogba,Manchester United,M S,Premier League,2020,26,1893,3,3,2.99,2.07,3,2.99,31,24,11.69,7.44,0.1426,0.1426,0.1421,0.0983,0.1426,0.1421,1.4739,1.141,0.5559,0.3539,0.0968,0.0006,0.0444
Lucas Moura,Tottenham,F M S,Premier League,2020,30,1392,3,4,1.95,2.06,3,1.95,18,16,7.51,5.2,0.194,0.2586,0.1259,0.1335,0.194,0.1259,1.1638,1.0345,0.4858,0.3362,0.1667,0.0681,0.1252
Hélder Costa,Leeds,M S,Premier League,2020,22,1152,3,3,2.6,0.63,3,2.6,16,7,4.52,2.21,0.2344,0.2344,0.203,0.0491,0.2344,0.203,1.25,0.5469,0.3528,0.1724,0.1875,0.0314,0.1853
Romain Saiss,Wolverhampton Wanderers,D,Premier League,2020,27,2409,3,0,3.17,0.67,3,3.17,28,5,4.75,3.91,0.1121,0.0,0.1184,0.025,0.1121,0.1184,1.0461,0.1868,0.1775,0.1462,0.1071,-0.0063,-0.025
Ivan Cavaleiro,Fulham,D F M S,Premier League,2020,36,2477,3,0,5.55,2.68,2,4.03,47,42,8.24,2.86,0.109,0.0,0.2016,0.0974,0.0727,0.1463,1.7077,1.526,0.2994,0.1038,0.0638,-0.0926,-0.0974
Ashley Barnes,Burnley,F M S,Premier League,2020,22,1342,3,0,3.87,0.8,2,3.11,38,19,4.19,1.2,0.2012,0.0,0.2598,0.0537,0.1341,0.2088,2.5484,1.2742,0.281,0.0804,0.0789,-0.0586,-0.0537
Daniel James,Manchester United,M S,Premier League,2020,15,920,3,1,2.31,1.33,3,2.31,17,10,5.24,2.14,0.2935,0.0978,0.2262,0.13,0.2935,0.2262,1.663,0.9783,0.5127,0.2098,0.1765,0.0673,-0.0321
Tanguy NDombele Alvaro,Tottenham,M S,Premier League,2020,33,2141,3,2,1.53,2.13,3,1.53,18,14,10.93,8.01,0.1261,0.0841,0.0643,0.0894,0.1261,0.0643,0.7567,0.5885,0.4597,0.3365,0.1667,0.0618,-0.0053
Sébastien Haller,West Ham,F S,Premier League,2020,16,933,3,0,2.55,1.13,3,2.55,25,10,3.66,0.85,0.2894,0.0,0.2464,0.1095,0.2894,0.2464,2.4116,0.9646,0.3531,0.0823,0.12,0.043,-0.1095
John McGinn,Aston Villa,M,Premier League,2020,37,3330,3,5,2.17,3.5,3,2.17,45,42,14.87,9.95,0.0811,0.1351,0.0586,0.0946,0.0811,0.0586,1.2162,1.1351,0.4018,0.2688,0.0667,0.0225,0.0405
Takumi Minamino,"Liverpool,Southampton",F M S,Premier League,2020,19,1004,3,0,2.92,0.81,3,2.92,20,5,6.54,2.94,0.2689,0.0,0.2622,0.0727,0.2689,0.2622,1.7928,0.4482,0.5864,0.2635,0.15,0.0067,-0.0727
Daniel Podence,Wolverhampton Wanderers,F M S,Premier League,2020,24,1718,3,2,2.74,1.84,3,2.74,32,21,6.73,2.91,0.1572,0.1048,0.1438,0.0964,0.1572,0.1438,1.6764,1.1001,0.3523,0.1525,0.0938,0.0134,0.0084
Mbaye Diagne,West Bromwich Albion,F S,Premier League,2020,16,1205,3,2,6.25,0.99,3,6.25,25,10,8.73,1.77,0.2241,0.1494,0.4666,0.0737,0.2241,0.4666,1.8672,0.7469,0.652,0.1324,0.12,-0.2426,0.0757
Pierre-Emile Højbjerg,Tottenham,M,Premier League,2020,38,3420,2,4,1.14,1.76,2,1.14,14,16,16.21,14.68,0.0526,0.1053,0.0299,0.0462,0.0526,0.0299,0.3684,0.4211,0.4265,0.3863,0.1429,0.0227,0.0591
Ola Aina,Fulham,D M,Premier League,2020,31,2683,2,1,0.85,1.55,2,0.85,14,15,6.77,6.12,0.0671,0.0335,0.0284,0.0521,0.0671,0.0284,0.4696,0.5032,0.2272,0.2053,0.1429,0.0386,-0.0185
Jeffrey Schlupp,Crystal Palace,M S,Premier League,2020,27,1424,2,3,2.02,2.57,2,2.02,18,18,5.16,3.47,0.1264,0.1896,0.1274,0.1626,0.1264,0.1274,1.1376,1.1376,0.326,0.2191,0.1111,-0.001,0.027
Jamaal Lascelles,Newcastle United,D,Premier League,2020,19,1633,2,0,0.77,0.07,2,0.77,16,2,2.61,2.35,0.1102,0.0,0.0422,0.0037,0.1102,0.0422,0.8818,0.1102,0.1437,0.1295,0.125,0.068,-0.0037
Ayoze Pérez,Leicester,F M S,Premier League,2020,25,1326,2,1,4.04,1.25,2,4.04,31,23,9.87,6.76,0.1357,0.0679,0.274,0.0847,0.1357,0.274,2.1041,1.5611,0.6701,0.4588,0.0645,-0.1382,-0.0169
Georginio Wijnaldum,Liverpool,M S,Premier League,2020,38,2961,2,0,2.82,1.66,2,2.82,31,21,13.92,10.48,0.0608,0.0,0.0856,0.0505,0.0608,0.0856,0.9422,0.6383,0.4232,0.3184,0.0645,-0.0248,-0.0505
Nathan Redmond,Southampton,F M S,Premier League,2020,29,1718,2,3,3.83,3.35,2,3.83,45,29,9.0,3.27,0.1048,0.1572,0.2008,0.1757,0.1048,0.2008,2.3574,1.5192,0.4714,0.1712,0.0444,-0.0961,-0.0185
Jonny Evans,Leicester,D,Premier League,2020,28,2483,2,2,1.86,0.54,2,1.86,8,10,8.73,7.94,0.0725,0.0725,0.0673,0.0195,0.0725,0.0673,0.29,0.3625,0.3165,0.2879,0.25,0.0052,0.053
Adama Traoré,Wolverhampton Wanderers,D F M S,Premier League,2020,37,2630,2,2,2.08,5.27,2,2.08,43,55,9.48,3.01,0.0684,0.0684,0.071,0.1804,0.0684,0.071,1.4715,1.8821,0.3242,0.1029,0.0465,-0.0026,-0.112
Tyrone Mings,Aston Villa,D,Premier League,2020,36,3194,2,2,2.06,0.38,2,2.06,19,7,6.93,6.71,0.0564,0.0564,0.0581,0.0106,0.0564,0.0581,0.5354,0.1972,0.1953,0.189,0.1053,-0.0017,0.0458
Marcos Alonso,Chelsea,D S,Premier League,2020,13,962,2,0,1.82,1.72,2,1.82,22,15,4.64,2.54,0.1871,0.0,0.1707,0.1611,0.1871,0.1707,2.0582,1.4033,0.4344,0.2373,0.0909,0.0165,-0.1611
Ben Mee,Burnley,D,Premier League,2020,30,2695,2,0,1.62,0.81,2,1.62,22,7,2.12,2.02,0.0668,0.0,0.0541,0.0269,0.0668,0.0541,0.7347,0.2338,0.0707,0.0673,0.0909,0.0127,-0.0269
Johann Berg Gudmundsson,Burnley,M S,Premier League,2020,22,1369,2,0,1.53,0.96,2,1.53,19,10,3.61,1.33,0.1315,0.0,0.1008,0.0631,0.1315,0.1008,1.2491,0.6574,0.2376,0.0871,0.1053,0.0307,-0.0631
Harry Maguire,Manchester United,D,Premier League,2020,34,3049,2,1,1.48,0.29,2,1.48,36,7,13.13,13.02,0.059,0.0295,0.0438,0.0086,0.059,0.0438,1.0626,0.2066,0.3875,0.3843,0.0556,0.0152,0.0209
Abdoulaye Doucouré,Everton,M,Premier League,2020,29,2468,2,3,2.37,2.39,2,2.37,18,21,10.45,6.82,0.0729,0.1094,0.0864,0.0871,0.0729,0.0864,0.6564,0.7658,0.3812,0.2489,0.1111,-0.0135,0.0223
Matt Phillips,West Bromwich Albion,M S,Premier League,2020,33,1823,2,1,2.92,3.25,2,2.92,22,25,7.04,2.61,0.0987,0.0494,0.1443,0.1602,0.0987,0.1443,1.0861,1.2342,0.3476,0.129,0.0909,-0.0456,-0.1109
Jeff Hendrick,Newcastle United,M S,Premier League,2020,22,1436,2,1,1.11,1.43,2,1.11,10,6,3.61,1.39,0.1253,0.0627,0.0694,0.0898,0.1253,0.0694,0.6267,0.376,0.226,0.0869,0.2,0.0559,-0.0272
Trent Alexander-Arnold,Liverpool,D S,Premier League,2020,36,3040,2,7,2.59,8.58,2,2.59,55,77,23.11,17.65,0.0592,0.2072,0.0768,0.2539,0.0592,0.0768,1.6283,2.2796,0.6841,0.5225,0.0364,-0.0176,-0.0467
João Cancelo,Manchester City,D M S,Premier League,2020,28,2309,2,3,1.87,5.18,2,1.87,35,45,18.11,14.48,0.078,0.1169,0.0727,0.2018,0.078,0.0727,1.3642,1.754,0.7057,0.5644,0.0571,0.0052,-0.0849
Rodri,Manchester City,M S,Premier League,2020,34,2751,2,2,2.66,2.34,1,1.9,32,33,20.86,18.97,0.0654,0.0654,0.087,0.0764,0.0327,0.0621,1.0469,1.0796,0.6824,0.6205,0.0625,-0.0216,-0.011
Issa Diop,West Ham,D S,Premier League,2020,18,1379,2,0,0.95,0.02,2,0.95,3,1,2.15,1.83,0.1305,0.0,0.0622,0.0012,0.1305,0.0622,0.1958,0.0653,0.1402,0.1195,0.6667,0.0683,-0.0012
Thiago Silva,Chelsea,D,Premier League,2020,23,1938,2,0,1.32,0.29,2,1.32,13,5,7.84,7.64,0.0929,0.0,0.0613,0.0135,0.0929,0.0613,0.6037,0.2322,0.3642,0.3547,0.1538,0.0316,-0.0135
Benjamin Mendy,Manchester City,D M S,Premier League,2020,13,955,2,1,0.33,0.3,2,0.33,6,5,2.77,2.35,0.1885,0.0942,0.0315,0.0284,0.1885,0.0315,0.5654,0.4712,0.261,0.2213,0.3333,0.157,0.0658
Serge Aurier,Tottenham,D M,Premier League,2020,19,1619,2,3,1.48,3.72,2,1.48,15,17,8.71,5.29,0.1112,0.1668,0.082,0.2068,0.1112,0.082,0.8338,0.945,0.4843,0.2942,0.1333,0.0292,-0.04
Bernardo Silva,Manchester City,F M S,Premier League,2020,26,2080,2,6,3.6,4.82,2,3.6,28,27,17.11,10.65,0.0865,0.2596,0.1557,0.2087,0.0865,0.1557,1.2115,1.1683,0.7404,0.461,0.0714,-0.0692,0.0509
Semi Ajayi,West Bromwich Albion,D S,Premier League,2020,33,2773,2,0,1.73,0.51,2,1.73,13,7,4.63,3.11,0.0649,0.0,0.0563,0.0166,0.0649,0.0563,0.4219,0.2272,0.1502,0.101,0.1538,0.0086,-0.0166
Declan Rice,West Ham,M,Premier League,2020,32,2880,2,1,3.19,1.98,1,1.67,28,23,10.66,9.19,0.0625,0.0312,0.0997,0.0618,0.0312,0.0522,0.875,0.7188,0.3332,0.2871,0.0714,-0.0372,-0.0306
Aaron Wan-Bissaka,Manchester United,D,Premier League,2020,34,3060,2,4,0.93,2.55,2,0.93,7,31,12.24,9.68,0.0588,0.1176,0.0274,0.0749,0.0588,0.0274,0.2059,0.9118,0.3601,0.2846,0.2857,0.0314,0.0427
Gabriel,Arsenal,D S,Premier League,2020,23,1994,2,0,1.56,0.06,2,1.56,16,2,5.76,5.75,0.0903,0.0,0.0706,0.0025,0.0903,0.0706,0.7222,0.0903,0.2601,0.2594,0.125,0.0197,-0.0025
Jairo Riedewald,Crystal Palace,M S,Premier League,2020,33,1803,2,0,0.56,0.9,2,0.56,8,11,3.51,2.33,0.0998,0.0,0.0281,0.0448,0.0998,0.0281,0.3993,0.5491,0.1753,0.1165,0.25,0.0717,-0.0448
Solly March,Brighton,D M S,Premier League,2020,21,1684,2,1,1.78,1.68,2,1.78,22,27,8.32,5.68,0.1069,0.0534,0.0953,0.0897,0.1069,0.0953,1.1758,1.443,0.4448,0.3036,0.0909,0.0116,-0.0363
Jacob Murphy,Newcastle United,D M S,Premier League,2020,26,1611,2,3,1.49,3.43,2,1.49,30,19,8.04,4.1,0.1117,0.1676,0.0833,0.1918,0.1117,0.0833,1.676,1.0615,0.4494,0.2292,0.0667,0.0284,-0.0242
Timothy Castagne,Leicester,D M,Premier League,2020,27,2349,2,3,1.6,2.31,2,1.6,8,21,8.45,6.61,0.0766,0.1149,0.0613,0.0884,0.0766,0.0613,0.3065,0.8046,0.3236,0.2531,0.25,0.0153,0.0266
Callum Hudson-Odoi,Chelsea,D F M S,Premier League,2020,23,1048,2,3,1.37,3.1,2,1.37,23,31,7.82,5.5,0.1718,0.2576,0.1176,0.2666,0.1718,0.1176,1.9752,2.6622,0.6719,0.4723,0.087,0.0541,-0.0089
Yerry Mina,Everton,D S,Premier League,2020,24,1941,2,0,1.75,0.02,2,1.75,17,1,4.31,4.21,0.0927,0.0,0.0811,0.0009,0.0927,0.0811,0.7883,0.0464,0.2,0.1953,0.1176,0.0116,-0.0009
Dwight McNeil,Burnley,M S,Premier League,2020,36,3075,2,5,1.08,5.48,2,1.08,27,47,6.95,3.61,0.0585,0.1463,0.0316,0.1603,0.0585,0.0316,0.7902,1.3756,0.2034,0.1056,0.0741,0.0269,-0.014
Emile Smith-Rowe,Arsenal,M S,Premier League,2020,20,1456,2,4,1.59,3.62,2,1.59,13,27,9.54,5.63,0.1236,0.2473,0.0984,0.2239,0.1236,0.0984,0.8036,1.669,0.5896,0.3483,0.1538,0.0252,0.0233
Trézéguet,Aston Villa,F M S,Premier League,2020,21,1175,2,1,3.98,2.15,2,3.98,35,13,7.03,1.9,0.1532,0.0766,0.3048,0.1645,0.1532,0.3048,2.6809,0.9957,0.5383,0.1458,0.0571,-0.1516,-0.0879
Ezri Konsa Ngoyo,Aston Villa,D S,Premier League,2020,36,3192,2,0,3.29,0.09,2,3.29,22,2,3.43,3.38,0.0564,0.0,0.0928,0.0026,0.0564,0.0928,0.6203,0.0564,0.0967,0.0954,0.0909,-0.0364,-0.0026
James Justin,Leicester,D,Premier League,2020,23,2070,2,1,1.52,2.06,2,1.52,9,19,7.67,5.51,0.087,0.0435,0.066,0.0895,0.087,0.066,0.3913,0.8261,0.3333,0.2393,0.2222,0.021,-0.046
Ezgjan Alioski,Leeds,D M S,Premier League,2020,36,2475,2,3,1.75,3.33,2,1.75,25,28,13.48,9.69,0.0727,0.1091,0.0635,0.1212,0.0727,0.0635,0.9091,1.0182,0.4901,0.3522,0.08,0.0092,-0.0121
Hakim Ziyech,Chelsea,F M S,Premier League,2020,23,1182,2,3,1.99,4.48,2,1.99,35,34,7.66,3.69,0.1523,0.2284,0.1513,0.341,0.1523,0.1513,2.665,2.5888,0.5833,0.2811,0.0571,0.001,-0.1126
Conor Gallagher,West Bromwich Albion,M S,Premier League,2020,30,2529,2,2,1.54,1.42,2,1.54,29,21,5.06,3.12,0.0712,0.0712,0.0549,0.0505,0.0712,0.0549,1.032,0.7473,0.1801,0.1112,0.069,0.0163,0.0207
Jayden Bogle,Sheffield United,D M S,Premier League,2020,16,1109,2,0,1.92,0.21,2,1.92,17,4,2.67,1.37,0.1623,0.0,0.1554,0.0169,0.1623,0.1554,1.3796,0.3246,0.2166,0.1108,0.1176,0.0069,-0.0169
Fabian Schär,Newcastle United,D S,Premier League,2020,18,1252,1,0,1.46,0.0,0,0.7,12,0,0.96,0.87,0.0719,0.0,0.105,0.0,0.0,0.0503,0.8626,0.0,0.0687,0.0628,0.0833,-0.0331,0.0
Granit Xhaka,Arsenal,D M S,Premier League,2020,31,2537,1,2,0.78,1.46,1,0.78,21,17,13.9,12.85,0.0355,0.0709,0.0276,0.0518,0.0355,0.0276,0.745,0.6031,0.4931,0.4559,0.0476,0.0078,0.0192
Thiago Alcántara,Liverpool,M S,Premier League,2020,24,1865,1,0,1.21,2.55,1,1.21,22,30,11.15,9.47,0.0483,0.0,0.0585,0.1233,0.0483,0.0585,1.0617,1.4477,0.5382,0.4569,0.0455,-0.0102,-0.1233
Adam Lallana,Brighton,F M S,Premier League,2020,30,1572,1,1,1.61,2.63,1,1.61,22,25,9.72,5.87,0.0573,0.0573,0.0924,0.1505,0.0573,0.0924,1.2595,1.4313,0.5565,0.3363,0.0455,-0.0352,-0.0932
Héctor Bellerín,Arsenal,D S,Premier League,2020,25,2098,1,2,0.86,2.17,1,0.86,15,21,8.06,6.27,0.0429,0.0858,0.0369,0.0932,0.0429,0.0369,0.6435,0.9009,0.3458,0.2688,0.0667,0.006,-0.0074
Mohamed Elneny,Arsenal,M S,Premier League,2020,23,1540,1,0,0.48,0.26,1,0.48,9,4,5.2,4.65,0.0584,0.0,0.0278,0.015,0.0584,0.0278,0.526,0.2338,0.3036,0.2718,0.1111,0.0306,-0.015
Alex Iwobi,Everton,D F M S,Premier League,2020,30,1536,1,2,0.84,2.16,1,0.84,15,16,7.22,4.48,0.0586,0.1172,0.0494,0.1263,0.0586,0.0494,0.8789,0.9375,0.423,0.2622,0.0667,0.0092,-0.0091
Scott Dann,Crystal Palace,D,Premier League,2020,15,1350,1,0,0.55,0.02,1,0.55,4,1,1.19,1.17,0.0667,0.0,0.0366,0.0012,0.0667,0.0366,0.2667,0.0667,0.079,0.0778,0.25,0.0301,-0.0012
Cheikhou Kouyaté,Crystal Palace,D M S,Premier League,2020,36,3126,1,0,0.82,0.83,1,0.82,7,8,4.74,4.53,0.0288,0.0,0.0237,0.0239,0.0288,0.0237,0.2015,0.2303,0.1366,0.1304,0.1429,0.0051,-0.0239
Jordan Henderson,Liverpool,D M S,Premier League,2020,21,1710,1,1,1.14,1.48,1,1.14,14,14,11.49,10.46,0.0526,0.0526,0.0598,0.0781,0.0526,0.0598,0.7368,0.7368,0.605,0.5506,0.0714,-0.0071,-0.0255
Kyle Walker,Manchester City,D S,Premier League,2020,24,1944,1,1,0.2,0.5,1,0.2,10,8,10.6,10.21,0.0463,0.0463,0.0095,0.0231,0.0463,0.0095,0.463,0.3704,0.4909,0.4725,0.1,0.0368,0.0232
Toby Alderweireld,Tottenham,D,Premier League,2020,25,2243,1,0,0.61,0.97,1,0.61,10,8,5.9,5.86,0.0401,0.0,0.0246,0.0388,0.0401,0.0246,0.4012,0.321,0.2368,0.235,0.1,0.0155,-0.0388
Jordan Ayew,Crystal Palace,F M S,Premier League,2020,33,2097,1,3,2.58,0.82,1,2.58,26,13,5.27,2.65,0.0429,0.1288,0.1108,0.0353,0.0429,0.1108,1.1159,0.5579,0.2261,0.1138,0.0385,-0.0679,0.0935
César Azpilicueta,Chelsea,D S,Premier League,2020,26,2189,1,2,0.5,2.58,1,0.5,11,27,13.99,12.34,0.0411,0.0822,0.0207,0.1059,0.0411,0.0207,0.4523,1.1101,0.5752,0.5073,0.0909,0.0204,-0.0237
Ruben Loftus-Cheek,"Chelsea,Fulham",F M S,Premier League,2020,31,1988,1,0,3.33,1.24,1,3.33,35,17,7.61,3.75,0.0453,0.0,0.1508,0.0563,0.0453,0.1508,1.5845,0.7696,0.3447,0.1696,0.0286,-0.1055,-0.0563
Gary Cahill,Crystal Palace,D,Premier League,2020,20,1800,1,1,0.74,0.62,1,0.74,11,8,2.27,2.02,0.05,0.05,0.0368,0.0311,0.05,0.0368,0.55,0.4,0.1137,0.1012,0.0909,0.0132,0.0189
Willian,Arsenal,F M S,Premier League,2020,25,1413,1,5,1.83,3.59,1,1.83,20,32,7.11,3.82,0.0637,0.3185,0.1169,0.2288,0.0637,0.1169,1.2739,2.0382,0.4529,0.243,0.05,-0.0532,0.0897
Marc Albrighton,Leicester,D M S,Premier League,2020,31,1731,1,5,1.25,4.04,1,1.25,21,38,8.02,5.14,0.052,0.26,0.0648,0.2099,0.052,0.0648,1.0919,1.9757,0.4169,0.2674,0.0476,-0.0128,0.0501
Jonjo Shelvey,Newcastle United,M S,Premier League,2020,30,2617,1,3,2.45,2.63,1,2.45,42,37,9.46,7.53,0.0344,0.1032,0.0844,0.0903,0.0344,0.0844,1.4444,1.2724,0.3255,0.2588,0.0238,-0.05,0.0129
Andros Townsend,Crystal Palace,F M S,Premier League,2020,34,2255,1,5,2.47,4.15,1,2.47,36,40,7.26,3.63,0.0399,0.1996,0.0987,0.1655,0.0399,0.0987,1.4368,1.5965,0.2899,0.1449,0.0278,-0.0587,0.0341
Robbie Brady,Burnley,M S,Premier League,2020,19,1061,1,1,0.78,0.91,1,0.78,16,7,2.68,1.53,0.0848,0.0848,0.0664,0.0771,0.0848,0.0664,1.3572,0.5938,0.2271,0.1299,0.0625,0.0184,0.0078
Oriol Romeu,Southampton,M S,Premier League,2020,21,1777,1,1,0.45,1.54,1,0.45,14,14,6.24,5.06,0.0506,0.0506,0.0226,0.0778,0.0506,0.0226,0.7091,0.7091,0.3159,0.2564,0.0714,0.0281,-0.0272
Jay Rodriguez,Burnley,F M S,Premier League,2020,31,1237,1,2,2.98,1.21,1,2.98,31,6,4.23,0.91,0.0728,0.1455,0.2166,0.0881,0.0728,0.2166,2.2555,0.4365,0.3079,0.0665,0.0323,-0.1438,0.0574
Paul Dummett,Newcastle United,D S,Premier League,2020,15,1254,1,0,0.44,0.23,1,0.44,3,4,3.16,2.98,0.0718,0.0,0.0319,0.0164,0.0718,0.0319,0.2153,0.2871,0.2268,0.2138,0.3333,0.0399,-0.0164
Ciaran Clark,Newcastle United,D S,Premier League,2020,22,1895,1,0,0.66,0.14,1,0.66,8,2,2.86,2.86,0.0475,0.0,0.0315,0.0069,0.0475,0.0315,0.3799,0.095,0.136,0.136,0.125,0.016,-0.0069
Mason Holgate,Everton,D M S,Premier League,2020,28,2298,1,0,1.3,0.57,1,1.3,5,8,3.79,3.35,0.0392,0.0,0.0508,0.0224,0.0392,0.0508,0.1958,0.3133,0.1485,0.1312,0.2,-0.0117,-0.0224
Luke Shaw,Manchester United,D S,Premier League,2020,32,2659,1,5,0.69,6.47,1,0.69,11,72,12.84,10.1,0.0338,0.1692,0.0235,0.2191,0.0338,0.0235,0.3723,2.437,0.4347,0.3417,0.0909,0.0104,-0.0498
Tyler Roberts,Leeds,F M S,Premier League,2020,27,1334,1,2,1.89,2.53,1,1.89,26,15,7.46,3.5,0.0675,0.1349,0.1272,0.1706,0.0675,0.1272,1.7541,1.012,0.5034,0.2364,0.0385,-0.0597,-0.0357
